,age,gender,hnrnew,Personenzahl,Art_Unterkunft,deathrate,contacts_mean,agegroup
14499,76,f,6738,1,1,0.02156594,6.89,70
14500,82,m,6739,2,1,0.07265536,6.89,70
14501,82,f,6739,2,1,0.04937895,6.89,70
14502,37,m,6740,3,1,0.00097983,14.14,30
14503,27,f,6740,3,1,0.00021518,13.57,20
14504,9,f,6740,3,1,6.117e-05,14.81,5
14505,24,f,6741,1,1,0.00017994,13.57,20
14506,25,m,6742,1,1,0.00043792,13.57,20
14507,70,m,6743,2,1,0.02230277,6.89,70
14508,70,f,6743,2,1,0.01259879,6.89,70
14509,70,m,6744,2,1,0.02230277,6.89,70
14510,79,f,6744,2,1,0.03141447,6.89,70
14511,30,m,6746,1,1,0.00056139,14.14,30
14512,32,m,6747,2,1,0.000634,14.14,30
14513,32,f,6747,2,1,0.00034263,14.14,30
14514,83,f,6748,1,1,0.05671146,6.89,70
14515,40,m,6749,5,1,0.00123774,13.83,40
14516,36,f,6749,5,1,0.0004585,14.14,30
14517,11,f,6749,5,1,7.733e-05,18.22,10
14518,8,f,6749,5,1,6.968e-05,14.81,5
14519,3,m,6749,5,1,0.00010894,10.21,0
14520,67,m,6750,2,1,0.01799621,9.21,60
14521,69,f,6750,2,1,0.0115546,9.21,60
14522,35,m,6751,1,1,0.00080225,14.14,30
14523,53,m,6752,5,1,0.00469739,12.3,50
14524,46,f,6752,5,1,0.00121751,13.83,40
14525,18,m,6752,5,1,0.00038318,17.58,15
14526,17,m,6752,5,1,0.00027475,17.58,15
14527,15,m,6752,5,1,0.00015987,17.58,15
14528,61,m,6753,2,1,0.01082143,9.21,60
14529,60,f,6753,2,1,0.00527596,9.21,60
14530,44,m,6754,1,1,0.001798,13.83,40
14531,45,m,6755,1,1,0.0019587,13.83,40
14532,64,f,6757,1,1,0.00747267,9.21,60
14533,63,m,6758,2,1,0.01297814,9.21,60
14534,61,f,6758,2,1,0.00568588,9.21,60
14535,55,m,6759,1,1,0.00591257,12.3,50
14536,46,m,6760,2,1,0.00217916,13.83,40
14537,42,f,6760,2,1,0.00079376,13.83,40
14538,72,m,6761,2,1,0.02618392,6.89,70
14539,59,f,6761,2,1,0.00470636,12.3,50
14540,32,m,6762,3,1,0.000634,14.14,30
14541,30,f,6762,3,1,0.00031713,14.14,30
14542,0,m,6762,3,1,0.00356226,10.21,0
14543,24,m,6763,1,1,0.00047486,13.57,20
14544,44,m,6764,3,1,0.001798,13.83,40
14545,45,f,6764,3,1,0.00115224,13.83,40
14546,22,m,6764,3,1,0.00045366,13.57,20
14547,49,m,6765,1,1,0.00297126,13.83,40
14548,35,m,6766,1,1,0.00080225,14.14,30
14549,54,m,6768,3,1,0.00531626,12.3,50
14550,58,f,6768,3,1,0.00434941,12.3,50
14551,24,m,6768,3,1,0.00047486,13.57,20
14552,30,m,6769,3,1,0.00056139,14.14,30
14553,30,f,6769,3,1,0.00031713,14.14,30
14554,0,f,6769,3,1,0.00300534,10.21,0
14555,30,m,6770,1,1,0.00056139,14.14,30
14556,47,m,6771,2,1,0.00236791,13.83,40
14557,46,f,6771,2,1,0.00121751,13.83,40
14558,57,m,6772,1,1,0.00733233,12.3,50
14559,30,m,6773,4,1,0.00056139,14.14,30
14560,27,f,6773,4,1,0.00021518,13.57,20
14561,4,m,6773,4,1,0.00010653,10.21,0
14562,1,m,6773,4,1,0.00027641,10.21,0
14563,32,m,6774,3,1,0.000634,14.14,30
14564,32,f,6774,3,1,0.00034263,14.14,30
14565,3,f,6774,3,1,0.00010313,10.21,0
14566,40,m,6775,5,1,0.00123774,13.83,40
14567,39,f,6775,5,1,0.00060115,14.14,30
14568,15,m,6775,5,1,0.00015987,17.58,15
14569,14,m,6775,5,1,0.00013566,18.22,10
14570,9,m,6775,5,1,8.001e-05,14.81,5
14571,61,m,6776,1,1,0.01082143,9.21,60
14572,40,m,6777,5,1,0.00123774,13.83,40
14573,40,f,6777,5,1,0.0006857,13.83,40
14574,17,m,6777,5,1,0.00027475,17.58,15
14575,14,m,6777,5,1,0.00013566,18.22,10
14576,21,f,6777,5,1,0.0001649,13.57,20
14577,46,m,6779,2,1,0.00217916,13.83,40
14578,42,f,6779,2,1,0.00079376,13.83,40
14579,78,f,6780,1,1,0.02744802,6.89,70
14580,27,m,6781,1,1,0.00046183,13.57,20
14581,72,f,6782,1,1,0.01481358,6.89,70
14582,81,m,6783,2,1,0.06453153,6.89,70
14583,86,f,6783,2,1,0.08718,6.89,70
14584,69,m,6784,2,1,0.02109939,9.21,60
14585,67,f,6784,2,1,0.00948222,9.21,60
14586,48,m,6785,3,1,0.00265551,13.83,40
14587,50,f,6785,3,1,0.0018532,12.3,50
14588,23,f,6785,3,1,0.00017996,13.57,20
14589,87,m,6786,2,1,0.13210410000000006,6.89,70
14590,72,f,6786,2,1,0.01481358,6.89,70
14591,55,f,6787,2,1,0.00324545,12.3,50
14592,21,f,6787,2,1,0.0001649,13.57,20
14593,48,m,6788,2,1,0.00265551,13.83,40
14594,45,f,6788,2,1,0.00115224,13.83,40
14595,74,f,6790,1,1,0.01784317,6.89,70
14596,71,m,6791,1,1,0.0246394,6.89,70
14597,67,m,6792,2,1,0.01799621,9.21,60
14598,60,f,6792,2,1,0.00527596,9.21,60
14599,47,m,6793,3,1,0.00236791,13.83,40
14600,40,f,6793,3,1,0.0006857,13.83,40
14601,16,f,6793,3,1,0.00014725,17.58,15
14602,70,f,6794,1,1,0.01259879,6.89,70
14603,52,m,6795,1,1,0.00414072,12.3,50
14604,60,m,6796,1,1,0.00983124,9.21,60
14605,65,m,6797,2,1,0.01542111,9.21,60
14606,55,f,6797,2,1,0.00324545,12.3,50
14607,72,f,6798,1,1,0.01481358,6.89,70
14608,38,m,6799,1,1,0.00106768,14.14,30
14609,59,m,6801,1,1,0.00893714,12.3,50
14610,73,m,6802,2,1,0.02874623,6.89,70
14611,74,f,6802,2,1,0.01784317,6.89,70
14612,81,f,6803,1,1,0.04267387,6.89,70
14613,43,f,6804,1,1,0.00090807,13.83,40
14614,59,m,6805,3,1,0.00893714,12.3,50
14615,47,f,6805,3,1,0.0013703,13.83,40
14616,17,m,6805,3,1,0.00027475,17.58,15
14617,31,m,6806,1,1,0.00061587,14.14,30
14618,71,f,6807,1,1,0.01370178,6.89,70
14619,55,m,6808,1,1,0.00591257,12.3,50
14620,54,m,6809,2,1,0.00531626,12.3,50
14621,53,f,6809,2,1,0.00256767,12.3,50
14622,64,m,6810,1,1,0.01425244,9.21,60
14623,43,m,6812,2,1,0.00153974,13.83,40
14624,37,f,6812,2,1,0.00047466,14.14,30
14625,80,m,6813,2,1,0.05642286,6.89,70
14626,74,f,6813,2,1,0.01784317,6.89,70
14627,46,m,6814,1,1,0.00217916,13.83,40
14628,47,m,6815,3,1,0.00236791,13.83,40
14629,47,f,6815,3,1,0.0013703,13.83,40
14630,14,m,6815,3,1,0.00013566,18.22,10
14631,42,m,6816,1,1,0.00144076,13.83,40
14632,26,m,6817,1,1,0.00045886,13.57,20
14633,47,m,6818,4,1,0.00236791,13.83,40
14634,43,f,6818,4,1,0.00090807,13.83,40
14635,12,f,6818,4,1,7.852e-05,18.22,10
14636,8,f,6818,4,1,6.968e-05,14.81,5
14637,54,f,6819,3,1,0.0028887,12.3,50
14638,21,f,6819,3,1,0.0001649,13.57,20
14639,32,m,6819,3,1,0.000634,14.14,30
14640,90,f,6820,1,1,0.1474761,6.89,70
14641,71,m,6821,2,1,0.0246394,6.89,70
14642,42,m,6821,2,1,0.00144076,13.83,40
14643,63,m,6823,1,1,0.01297814,9.21,60
14644,35,f,6824,2,1,0.00041213,14.14,30
14645,14,m,6824,2,1,0.00013566,18.22,10
14646,29,m,6825,2,1,0.00052165,13.57,20
14647,27,f,6825,2,1,0.00021518,13.57,20
14648,61,m,6826,2,1,0.01082143,9.21,60
14649,52,f,6826,2,1,0.00233297,12.3,50
14650,80,f,6827,2,1,0.03646149,6.89,70
14651,80,m,6827,2,1,0.05642286,6.89,70
14652,43,m,6828,1,1,0.00153974,13.83,40
14653,40,m,6829,2,1,0.00123774,13.83,40
14654,41,f,6829,2,1,0.00074026,13.83,40
14655,42,m,6830,3,1,0.00144076,13.83,40
14656,38,f,6830,3,1,0.00060325,14.14,30
14657,5,f,6830,3,1,8.908e-05,14.81,5
14658,64,f,6831,1,1,0.00747267,9.21,60
14659,25,m,6832,1,1,0.00043792,13.57,20
14660,45,m,6834,1,1,0.0019587,13.83,40
14661,77,m,6835,2,1,0.04069575,6.89,70
14662,74,f,6835,2,1,0.01784317,6.89,70
14663,52,m,6836,3,1,0.00414072,12.3,50
14664,52,f,6836,3,1,0.00233297,12.3,50
14665,27,f,6836,3,1,0.00021518,13.57,20
14666,34,m,6837,2,1,0.00076954,14.14,30
14667,29,f,6837,2,1,0.00025877,13.57,20
14668,38,m,6838,1,1,0.00106768,14.14,30
14669,30,m,6839,3,1,0.00056139,14.14,30
14670,30,f,6839,3,1,0.00031713,14.14,30
14671,0,f,6839,3,1,0.00300534,10.21,0
14672,30,f,6840,1,1,0.00031713,14.14,30
14673,69,m,6841,2,1,0.02109939,9.21,60
14674,66,f,6841,2,1,0.00876211,9.21,60
14675,63,m,6842,3,1,0.01297814,9.21,60
14676,63,f,6842,3,1,0.0067488999999999995,9.21,60
14677,27,m,6842,3,1,0.00046183,13.57,20
14678,53,m,6843,1,1,0.00469739,12.3,50
14679,28,f,6849,1,1,0.00023564,13.57,20
14680,81,m,6850,2,1,0.06453153,6.89,70
14681,76,f,6850,2,1,0.02156594,6.89,70
14682,41,m,6851,3,1,0.00133379,13.83,40
14683,41,f,6851,3,1,0.00074026,13.83,40
14684,7,f,6851,3,1,4.646e-05,14.81,5
14685,64,f,6852,1,1,0.00747267,9.21,60
14686,41,f,6853,3,1,0.00074026,13.83,40
14687,43,m,6853,3,1,0.00153974,13.83,40
14688,8,m,6853,3,1,8.552e-05,14.81,5
14689,89,m,6854,2,1,0.16511242,6.89,70
14690,90,f,6854,2,1,0.1474761,6.89,70
14691,29,m,6855,2,1,0.00052165,13.57,20
14692,32,f,6855,2,1,0.00034263,14.14,30
14693,32,f,6856,1,1,0.00034263,14.14,30
14694,39,m,6857,1,1,0.00111397,14.14,30
14695,70,m,6858,1,1,0.02230277,6.89,70
14696,26,f,6860,2,1,0.0001882,13.57,20
14697,29,m,6860,2,1,0.00052165,13.57,20
14698,77,f,6861,1,1,0.02379649,6.89,70
14699,35,m,6862,1,1,0.00080225,14.14,30
14700,37,m,6863,3,1,0.00097983,14.14,30
14701,35,f,6863,3,1,0.00041213,14.14,30
14702,0,f,6863,3,1,0.00300534,10.21,0
14703,20,m,6864,1,1,0.00043184,13.57,20
14704,62,m,6865,2,1,0.01194124,9.21,60
14705,15,m,6865,2,1,0.00015987,17.58,15
14706,57,m,6866,1,1,0.00733233,12.3,50
14707,32,f,6867,1,1,0.00034263,14.14,30
14708,71,m,6868,2,1,0.0246394,6.89,70
14709,65,f,6868,2,1,0.00797044,9.21,60
14710,45,m,6869,1,1,0.0019587,13.83,40
14711,54,m,6871,3,1,0.00531626,12.3,50
14712,55,f,6871,3,1,0.00324545,12.3,50
14713,23,f,6871,3,1,0.00017996,13.57,20
14714,76,f,6872,1,1,0.02156594,6.89,70
14715,72,m,6873,1,1,0.02618392,6.89,70
14716,45,m,6874,1,1,0.0019587,13.83,40
14717,53,m,6875,3,1,0.00469739,12.3,50
14718,52,f,6875,3,1,0.00233297,12.3,50
14719,25,m,6875,3,1,0.00043792,13.57,20
14720,56,m,6876,3,1,0.00658737,12.3,50
14721,52,f,6876,3,1,0.00233297,12.3,50
14722,16,m,6876,3,1,0.00024747,17.58,15
14723,80,f,6877,1,1,0.03646149,6.89,70
14724,29,m,6878,2,1,0.00052165,13.57,20
14725,28,f,6878,2,1,0.00023564,13.57,20
14726,39,m,6879,6,1,0.00111397,14.14,30
14727,38,f,6879,6,1,0.00060325,14.14,30
14728,12,f,6879,6,1,7.852e-05,18.22,10
14729,12,f,6879,6,1,7.852e-05,18.22,10
14730,11,m,6879,6,1,7.74e-05,18.22,10
14731,9,m,6879,6,1,8.001e-05,14.81,5
14732,86,f,6880,1,1,0.08718,6.89,70
14733,69,f,6882,1,1,0.0115546,9.21,60
14734,33,m,6883,1,1,0.00073168,14.14,30
14735,65,m,6884,2,1,0.01542111,9.21,60
14736,62,f,6884,2,1,0.00613444,9.21,60
14737,74,f,6885,1,1,0.01784317,6.89,70
14738,79,f,6886,1,1,0.03141447,6.89,70
14739,63,m,6887,1,1,0.01297814,9.21,60
14740,56,m,6888,3,1,0.00658737,12.3,50
14741,53,f,6888,3,1,0.00256767,12.3,50
14742,22,m,6888,3,1,0.00045366,13.57,20
14743,25,f,6889,1,1,0.00019022,13.57,20
14744,56,m,6890,2,1,0.00658737,12.3,50
14745,52,f,6890,2,1,0.00233297,12.3,50
14746,49,f,6891,3,1,0.00174807,13.83,40
14747,25,m,6891,3,1,0.00043792,13.57,20
14748,19,m,6891,3,1,0.00039767,17.58,15
14749,80,f,6892,1,1,0.03646149,6.89,70
14750,56,f,6894,1,1,0.00357696,12.3,50
14751,37,m,6895,4,1,0.00097983,14.14,30
14752,37,f,6895,4,1,0.00047466,14.14,30
14753,16,m,6895,4,1,0.00024747,17.58,15
14754,4,f,6895,4,1,9.569e-05,10.21,0
14755,69,m,6896,2,1,0.02109939,9.21,60
14756,70,f,6896,2,1,0.01259879,6.89,70
14757,23,f,6897,2,1,0.00017996,13.57,20
14758,2,m,6897,2,1,0.00015611,10.21,0
14759,38,m,6898,4,1,0.00106768,14.14,30
14760,37,f,6898,4,1,0.00047466,14.14,30
14761,12,f,6898,4,1,7.852e-05,18.22,10
14762,9,f,6898,4,1,6.117e-05,14.81,5
14763,61,m,6899,1,1,0.01082143,9.21,60
14764,62,f,6900,1,1,0.00613444,9.21,60
14765,25,f,6901,2,1,0.00019022,13.57,20
14766,7,f,6901,2,1,4.646e-05,14.81,5
14767,39,m,6902,2,1,0.00111397,14.14,30
14768,36,f,6902,2,1,0.0004585,14.14,30
14769,32,f,6903,1,1,0.00034263,14.14,30
14770,79,f,6904,1,1,0.03141447,6.89,70
14771,70,m,6906,1,1,0.02230277,6.89,70
14772,66,m,6907,1,1,0.01660601,9.21,60
14773,25,f,6908,1,1,0.00019022,13.57,20
14774,55,m,6909,4,1,0.00591257,12.3,50
14775,49,f,6909,4,1,0.00174807,13.83,40
14776,21,f,6909,4,1,0.0001649,13.57,20
14777,17,m,6909,4,1,0.00027475,17.58,15
14778,74,f,6910,2,1,0.01784317,6.89,70
14779,55,f,6910,2,1,0.00324545,12.3,50
14780,86,f,6911,1,1,0.08718,6.89,70
14781,61,m,6912,1,1,0.01082143,9.21,60
14782,71,f,6913,1,1,0.01370178,6.89,70
14783,67,f,6914,1,1,0.00948222,9.21,60
14784,42,m,6915,3,1,0.00144076,13.83,40
14785,39,f,6915,3,1,0.00060115,14.14,30
14786,12,f,6915,3,1,7.852e-05,18.22,10
14787,61,f,6917,2,1,0.00568588,9.21,60
14788,62,m,6917,2,1,0.01194124,9.21,60
14789,57,m,6918,2,1,0.00733233,12.3,50
14790,58,f,6918,2,1,0.00434941,12.3,50
14791,54,m,6919,3,1,0.00531626,12.3,50
14792,51,f,6919,3,1,0.0021427,12.3,50
14793,17,m,6919,3,1,0.00027475,17.58,15
14794,60,m,6920,2,1,0.00983124,9.21,60
14795,54,f,6920,2,1,0.0028887,12.3,50
14796,68,m,6921,2,1,0.01918012,9.21,60
14797,62,f,6921,2,1,0.00613444,9.21,60
14798,65,f,6922,2,1,0.00797044,9.21,60
14799,47,m,6922,2,1,0.00236791,13.83,40
14800,52,m,6923,3,1,0.00414072,12.3,50
14801,49,f,6923,3,1,0.00174807,13.83,40
14802,20,f,6923,3,1,0.00018488,13.57,20
14803,24,m,6924,1,1,0.00047486,13.57,20
14804,48,m,6925,3,1,0.00265551,13.83,40
14805,32,f,6925,3,1,0.00034263,14.14,30
14806,10,m,6925,3,1,7.924e-05,18.22,10
14807,26,m,6926,1,1,0.00045886,13.57,20
14808,47,m,6928,2,1,0.00236791,13.83,40
14809,22,m,6928,2,1,0.00045366,13.57,20
14810,33,m,6929,4,1,0.00073168,14.14,30
14811,33,f,6929,4,1,0.00036033,14.14,30
14812,8,f,6929,4,1,6.968e-05,14.81,5
14813,6,f,6929,4,1,8.846e-05,14.81,5
14814,46,f,6930,3,1,0.00121751,13.83,40
14815,12,m,6930,3,1,6.884e-05,18.22,10
14816,10,m,6930,3,1,7.924e-05,18.22,10
14817,68,m,6931,4,1,0.01918012,9.21,60
14818,60,f,6931,4,1,0.00527596,9.21,60
14819,22,m,6931,4,1,0.00045366,13.57,20
14820,20,m,6931,4,1,0.00043184,13.57,20
14821,48,f,6932,1,1,0.00159405,13.83,40
14822,86,m,6933,2,1,0.11770793,6.89,70
14823,86,f,6933,2,1,0.08718,6.89,70
14824,46,m,6934,4,1,0.00217916,13.83,40
14825,46,f,6934,4,1,0.00121751,13.83,40
14826,16,f,6934,4,1,0.00014725,17.58,15
14827,11,m,6934,4,1,7.74e-05,18.22,10
14828,53,m,6935,5,1,0.00469739,12.3,50
14829,44,f,6935,5,1,0.00097058,13.83,40
14830,16,m,6935,5,1,0.00024747,17.58,15
14831,14,f,6935,5,1,9.221e-05,18.22,10
14832,12,f,6935,5,1,7.852e-05,18.22,10
14833,43,f,6936,1,1,0.00090807,13.83,40
14834,69,m,6937,1,1,0.02109939,9.21,60
14835,55,m,6939,4,1,0.00591257,12.3,50
14836,47,f,6939,4,1,0.0013703,13.83,40
14837,20,f,6939,4,1,0.00018488,13.57,20
14838,16,f,6939,4,1,0.00014725,17.58,15
14839,78,m,6940,2,1,0.04546946,6.89,70
14840,76,f,6940,2,1,0.02156594,6.89,70
14841,36,m,6941,4,1,0.00085947,14.14,30
14842,29,f,6941,4,1,0.00025877,13.57,20
14843,4,m,6941,4,1,0.00010653,10.21,0
14844,0,f,6941,4,1,0.00300534,10.21,0
14845,44,m,6942,4,1,0.001798,13.83,40
14846,43,f,6942,4,1,0.00090807,13.83,40
14847,13,f,6942,4,1,9.421e-05,18.22,10
14848,9,f,6942,4,1,6.117e-05,14.81,5
14849,47,f,6943,3,1,0.0013703,13.83,40
14850,7,f,6943,3,1,4.646e-05,14.81,5
14851,47,m,6943,3,1,0.00236791,13.83,40
14852,81,f,6944,1,1,0.04267387,6.89,70
14853,40,m,6945,4,1,0.00123774,13.83,40
14854,36,f,6945,4,1,0.0004585,14.14,30
14855,12,m,6945,4,1,6.884e-05,18.22,10
14856,10,m,6945,4,1,7.924e-05,18.22,10
14857,29,f,6946,1,1,0.00025877,13.57,20
14858,42,f,6947,2,1,0.00079376,13.83,40
14859,14,m,6947,2,1,0.00013566,18.22,10
14860,38,m,6948,4,1,0.00106768,14.14,30
14861,37,f,6948,4,1,0.00047466,14.14,30
14862,5,f,6948,4,1,8.908e-05,14.81,5
14863,2,m,6948,4,1,0.00015611,10.21,0
14864,51,m,6950,3,1,0.00370198,12.3,50
14865,42,f,6950,3,1,0.00079376,13.83,40
14866,20,f,6950,3,1,0.00018488,13.57,20
14867,75,m,6951,2,1,0.03362174,6.89,70
14868,73,f,6951,2,1,0.01641616,6.89,70
14869,43,m,6952,4,1,0.00153974,13.83,40
14870,41,f,6952,4,1,0.00074026,13.83,40
14871,5,f,6952,4,1,8.908e-05,14.81,5
14872,4,m,6952,4,1,0.00010653,10.21,0
14873,42,m,6953,1,1,0.00144076,13.83,40
14874,46,m,6954,1,1,0.00217916,13.83,40
14875,41,m,6955,2,1,0.00133379,13.83,40
14876,55,f,6955,2,1,0.00324545,12.3,50
14877,43,m,6956,4,1,0.00153974,13.83,40
14878,45,f,6956,4,1,0.00115224,13.83,40
14879,12,m,6956,4,1,6.884e-05,18.22,10
14880,9,m,6956,4,1,8.001e-05,14.81,5
14881,37,m,6957,4,1,0.00097983,14.14,30
14882,31,f,6957,4,1,0.000314,14.14,30
14883,4,m,6957,4,1,0.00010653,10.21,0
14884,0,m,6957,4,1,0.00356226,10.21,0
14885,44,m,6958,3,1,0.001798,13.83,40
14886,51,f,6958,3,1,0.0021427,12.3,50
14887,2,m,6958,3,1,0.00015611,10.21,0
14888,36,m,6959,4,1,0.00085947,14.14,30
14889,33,f,6959,4,1,0.00036033,14.14,30
14890,10,f,6959,4,1,5.849e-05,18.22,10
14891,8,f,6959,4,1,6.968e-05,14.81,5
14892,68,m,6963,1,1,0.01918012,9.21,60
14893,57,m,6964,1,1,0.00733233,12.3,50
14894,55,m,6965,2,1,0.00591257,12.3,50
14895,51,f,6965,2,1,0.0021427,12.3,50
14896,70,f,6966,1,1,0.01259879,6.89,70
14897,83,m,6967,2,1,0.08146408,6.89,70
14898,79,f,6967,2,1,0.03141447,6.89,70
14899,44,f,6968,5,1,0.00097058,13.83,40
14900,79,m,6968,5,1,0.05046754,6.89,70
14901,74,f,6968,5,1,0.01784317,6.89,70
14902,12,f,6968,5,1,7.852e-05,18.22,10
14903,49,m,6968,5,1,0.00297126,13.83,40
14904,50,m,6969,5,1,0.00332421,12.3,50
14905,47,f,6969,5,1,0.0013703,13.83,40
14906,18,m,6969,5,1,0.00038318,17.58,15
14907,15,m,6969,5,1,0.00015987,17.58,15
14908,13,f,6969,5,1,9.421e-05,18.22,10
14909,45,m,6970,4,1,0.0019587,13.83,40
14910,38,f,6970,4,1,0.00060325,14.14,30
14911,7,m,6970,4,1,8.614e-05,14.81,5
14912,2,f,6970,4,1,0.00012423,10.21,0
14913,71,m,6971,2,1,0.0246394,6.89,70
14914,67,f,6971,2,1,0.00948222,9.21,60
14915,55,m,6972,3,1,0.00591257,12.3,50
14916,58,f,6972,3,1,0.00434941,12.3,50
14917,23,m,6972,3,1,0.00040954,13.57,20
14918,19,m,6974,2,1,0.00039767,17.58,15
14919,18,f,6974,2,1,0.00019702,17.58,15
14920,50,m,6975,4,1,0.00332421,12.3,50
14921,42,f,6975,4,1,0.00079376,13.83,40
14922,10,m,6975,4,1,7.924e-05,18.22,10
14923,8,f,6975,4,1,6.968e-05,14.81,5
14924,95,m,6976,1,1,0.2901265,6.89,70
14925,71,m,6977,3,1,0.0246394,6.89,70
14926,72,f,6977,3,1,0.01481358,6.89,70
14927,30,f,6977,3,1,0.00031713,14.14,30
14928,66,m,6978,2,1,0.01660601,9.21,60
14929,72,f,6978,2,1,0.01481358,6.89,70
14930,62,m,6979,2,1,0.01194124,9.21,60
14931,58,f,6979,2,1,0.00434941,12.3,50
14932,35,m,6980,2,1,0.00080225,14.14,30
14933,46,f,6980,2,1,0.00121751,13.83,40
14934,40,m,6981,1,1,0.00123774,13.83,40
14935,24,f,6982,1,1,0.00017994,13.57,20
14936,69,m,6983,2,1,0.02109939,9.21,60
14937,64,f,6983,2,1,0.00747267,9.21,60
14938,74,m,6984,2,1,0.03108519,6.89,70
14939,73,f,6984,2,1,0.01641616,6.89,70
14940,41,m,6986,3,1,0.00133379,13.83,40
14941,95,f,6986,3,1,0.25277699,6.89,70
14942,7,m,6986,3,1,8.614e-05,14.81,5
14943,51,m,6987,3,1,0.00370198,12.3,50
14944,46,f,6987,3,1,0.00121751,13.83,40
14945,6,m,6987,3,1,9.091e-05,14.81,5
14946,78,m,6988,2,1,0.04546946,6.89,70
14947,75,f,6988,2,1,0.01923138,6.89,70
14948,33,f,6989,2,1,0.00036033,14.14,30
14949,16,m,6989,2,1,0.00024747,17.58,15
14950,42,m,6990,1,1,0.00144076,13.83,40
14951,53,m,6991,4,1,0.00469739,12.3,50
14952,45,f,6991,4,1,0.00115224,13.83,40
14953,16,f,6991,4,1,0.00014725,17.58,15
14954,13,m,6991,4,1,9.588e-05,18.22,10
14955,22,m,6992,1,1,0.00045366,13.57,20
14956,54,m,6993,2,1,0.00531626,12.3,50
14957,49,f,6993,2,1,0.00174807,13.83,40
14958,47,m,6994,2,1,0.00236791,13.83,40
14959,50,f,6994,2,1,0.0018532,12.3,50
14960,32,m,6995,4,1,0.000634,14.14,30
14961,27,f,6995,4,1,0.00021518,13.57,20
14962,4,f,6995,4,1,9.569e-05,10.21,0
14963,2,m,6995,4,1,0.00015611,10.21,0
14964,48,m,6997,6,1,0.00265551,13.83,40
14965,39,f,6997,6,1,0.00060115,14.14,30
14966,11,f,6997,6,1,7.733e-05,18.22,10
14967,9,m,6997,6,1,8.001e-05,14.81,5
14968,6,m,6997,6,1,9.091e-05,14.81,5
14969,83,f,6997,6,1,0.05671146,6.89,70
14970,50,f,6998,3,1,0.0018532,12.3,50
14971,21,m,6998,3,1,0.00040526,13.57,20
14972,17,m,6998,3,1,0.00027475,17.58,15
14973,41,m,6999,1,1,0.00133379,13.83,40
14974,57,m,7000,2,1,0.00733233,12.3,50
14975,55,f,7000,2,1,0.00324545,12.3,50
14976,56,m,7001,4,1,0.00658737,12.3,50
14977,53,f,7001,4,1,0.00256767,12.3,50
14978,27,m,7001,4,1,0.00046183,13.57,20
14979,24,m,7001,4,1,0.00047486,13.57,20
14980,22,f,7002,1,1,0.00016281,13.57,20
14981,27,m,7003,1,1,0.00046183,13.57,20
14982,77,m,7004,2,1,0.04069575,6.89,70
14983,74,f,7004,2,1,0.01784317,6.89,70
14984,27,m,7005,1,1,0.00046183,13.57,20
14985,23,f,7006,1,1,0.00017996,13.57,20
14986,40,f,7007,1,1,0.0006857,13.83,40
14987,77,m,7009,2,1,0.04069575,6.89,70
14988,72,f,7009,2,1,0.01481358,6.89,70
14989,41,m,7010,3,1,0.00133379,13.83,40
14990,37,f,7010,3,1,0.00047466,14.14,30
14991,4,m,7010,3,1,0.00010653,10.21,0
14992,21,m,7011,1,1,0.00040526,13.57,20
14993,38,f,7012,1,1,0.00060325,14.14,30
14994,73,m,7013,1,1,0.02874623,6.89,70
14995,41,f,7014,1,1,0.00074026,13.83,40
14996,78,f,7015,1,1,0.02744802,6.89,70
14997,58,m,7016,1,1,0.00815644,12.3,50
14998,48,m,7017,1,1,0.00265551,13.83,40
14999,26,f,7018,1,1,0.0001882,13.57,20
15000,37,m,7020,2,1,0.00097983,14.14,30
15001,7,f,7020,2,1,4.646e-05,14.81,5
15002,80,m,7021,2,1,0.05642286,6.89,70
15003,73,f,7021,2,1,0.01641616,6.89,70
15004,37,m,7022,4,1,0.00097983,14.14,30
15005,37,f,7022,4,1,0.00047466,14.14,30
15006,11,m,7022,4,1,7.74e-05,18.22,10
15007,4,m,7022,4,1,0.00010653,10.21,0
15008,30,m,7023,2,1,0.00056139,14.14,30
15009,25,f,7023,2,1,0.00019022,13.57,20
15010,90,f,7024,1,1,0.1474761,6.89,70
15011,34,f,7025,1,1,0.000406,14.14,30
15012,75,m,7026,1,1,0.03362174,6.89,70
15013,44,m,7027,3,1,0.001798,13.83,40
15014,42,f,7027,3,1,0.00079376,13.83,40
15015,14,m,7027,3,1,0.00013566,18.22,10
15016,36,m,7028,1,1,0.00085947,14.14,30
15017,45,m,7029,4,1,0.0019587,13.83,40
15018,40,f,7029,4,1,0.0006857,13.83,40
15019,9,f,7029,4,1,6.117e-05,14.81,5
15020,5,m,7029,4,1,0.00010046,14.81,5
15021,31,m,7031,1,1,0.00061587,14.14,30
15022,64,m,7032,3,1,0.01425244,9.21,60
15023,60,f,7032,3,1,0.00527596,9.21,60
15024,27,f,7032,3,1,0.00021518,13.57,20
15025,29,f,7033,1,1,0.00025877,13.57,20
15026,55,m,7034,3,1,0.00591257,12.3,50
15027,53,f,7034,3,1,0.00256767,12.3,50
15028,16,m,7034,3,1,0.00024747,17.58,15
15029,41,f,7035,1,1,0.00074026,13.83,40
15030,83,f,7036,1,1,0.05671146,6.89,70
15031,88,f,7037,1,1,0.11420199,6.89,70
15032,35,f,7038,1,1,0.00041213,14.14,30
15033,35,m,7039,5,1,0.00080225,14.14,30
